time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-03-18T14:54:09.300Z,19.032600,-64.232400,55.000000,3.100000,Md,4.000000,334.800000,0.712364,0.090000,pr,pr16078005,2016-03-18T22:57:05.447Z,"79km NNE of Road Town, British Virgin Islands",earthquake,5.300000,5.800000,0.000000,3.000000,reviewed,pr,pr

2016-03-18T14:31:03.820Z,32.662667,-118.105000,5.770000,2.970000,ml,24.000000,212.000000,0.488400,0.240000,ci,ci37536936,2016-03-18T22:33:31.260Z,"28km SE of San Clemente Is. (SE tip), California",earthquake,0.590000,31.610000,0.134000,80.000000,reviewed,ci,ci

2016-03-18T14:12:54.340Z,28.901500,143.087500,34.720000,5.100000,mb,,127.000000,1.968000,1.090000,us,us20005ar6,2016-03-18T22:15:25.734Z,"218km NNE of Chichi-shima, Japan",earthquake,8.700000,5.400000,0.069000,69.000000,reviewed,us,us

2016-03-18T14:10:12.220Z,-10.188600,160.922900,43.160000,5.100000,mb,,84.000000,1.216000,0.670000,us,us20005ar4,2016-03-18T22:12:58.333Z,"113km WNW of Kirakira, Solomon Islands",earthquake,10.100000,8.200000,0.093000,37.000000,reviewed,us,us

2016-03-18T13:33:59.000Z,51.492700,-173.520000,25.100000,3.400000,ml,,,,0.660000,ak,ak12997258,2016-03-18T22:19:57.644Z,"91km SSE of Atka, Alaska",earthquake,4.200000,5.400000,,,reviewed,ak,ak

2016-03-18T12:49:14.880Z,-12.486900,166.530900,42.260000,5.500000,mwb,,34.000000,3.014000,0.890000,us,us20005aqk,2016-03-18T20:51:46.790Z,"189km NW of Sola, Vanuatu",earthquake,5.300000,4.900000,0.049000,40.000000,reviewed,us,us

2016-03-18T11:52:20.730Z,51.558900,-173.528400,37.010000,4.400000,mb,,187.000000,1.660000,0.920000,us,us20005aqb,2016-03-18T22:18:37.401Z,"84km SSE of Atka, Alaska",earthquake,9.800000,9.100000,0.048000,123.000000,reviewed,us,us

2016-03-18T11:50:12.400Z,18.626800,-63.731000,24.000000,3.200000,Md,5.000000,352.800000,0.865976,0.120000,pr,pr16078004,2016-03-18T19:52:46.527Z,"84km WNW of The Valley, Anguilla",earthquake,6.200000,11.000000,0.000000,5.000000,reviewed,pr,pr

2016-03-18T10:52:00.440Z,-56.356600,-27.282600,102.080000,5.300000,mb,,53.000000,5.651000,0.830000,us,us20005aq1,2016-03-18T18:54:37.561Z,"38km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.800000,5.200000,0.057000,104.000000,reviewed,us,us

2016-03-18T09:38:12.950Z,51.623700,-173.605700,55.440000,5.100000,mb,,136.000000,1.593000,1.020000,us,us20005apm,2016-03-18T21:58:51.210Z,"75km SSE of Atka, Alaska",earthquake,8.700000,7.900000,0.027000,454.000000,reviewed,us,us

2016-03-18T09:19:48.000Z,51.280200,-173.876100,48.100000,3.900000,ml,,,,0.840000,ak,ak12995944,2016-03-18T21:59:55.924Z,"104km SSE of Atka, Alaska",earthquake,4.700000,14.100000,,,reviewed,ak,ak

2016-03-18T07:32:50.000Z,51.541700,-173.472300,35.400000,3.100000,ml,,,,0.330000,ak,ak13000001,2016-03-18T21:38:56.001Z,"88km SE of Atka, Alaska",earthquake,7.000000,6.500000,,,reviewed,ak,ak

2016-03-18T05:53:47.240Z,55.959800,110.052300,17.800000,4.700000,mb,,43.000000,8.315000,0.660000,us,us20005anq,2016-03-18T13:56:21.513Z,"3km NW of Kichera, Russia",earthquake,5.300000,4.500000,0.066000,70.000000,reviewed,us,us

2016-03-18T05:52:08.200Z,18.044500,-64.809500,127.000000,3.400000,Md,6.000000,244.800000,0.334173,0.140000,pr,pr16078003,2016-03-18T13:54:53.684Z,"34km NNW of Christiansted, U.S. Virgin Islands",earthquake,6.200000,1.600000,0.000000,4.000000,reviewed,pr,pr

2016-03-18T04:58:22.890Z,35.346500,-118.567167,10.580000,2.550000,ml,10.000000,103.000000,0.131800,0.230000,ci,ci37137916,2016-03-18T13:23:30.154Z,"26km NNW of Tehachapi, California",earthquake,0.570000,1.620000,0.186000,4.000000,reviewed,ci,ci

2016-03-18T04:58:05.690Z,35.332500,-118.552167,8.060000,3.110000,ml,55.000000,44.000000,0.115000,0.160000,ci,ci37536784,2016-03-18T19:37:10.855Z,"24km NNW of Tehachapi, California",earthquake,0.150000,0.610000,0.192000,141.000000,reviewed,ci,ci

2016-03-18T04:05:17.300Z,18.811000,-65.000500,64.000000,2.600000,Md,3.000000,316.800000,0.458141,0.270000,pr,pr16078002,2016-03-18T12:07:49.585Z,"52km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,9.900000,7.800000,0.000000,3.000000,reviewed,pr,pr

2016-03-18T03:09:25.950Z,19.037167,-155.371667,34.951000,3.120000,ml,47.000000,217.000000,0.145400,0.090000,hv,hv61205826,2016-03-18T16:24:53.080Z,"21km SSE of Pahala, Hawaii",earthquake,0.670000,0.980000,0.125000,28.000000,reviewed,hv,hv

2016-03-18T02:07:51.000Z,66.791300,-162.932700,20.800000,2.900000,ml,,,,0.710000,ak,ak12994265,2016-03-18T21:18:12.957Z,"18km SW of Kotzebue, Alaska",earthquake,1.500000,0.800000,,,reviewed,ak,ak

2016-03-18T02:05:36.000Z,51.537300,-174.308800,4.000000,2.900000,ml,,,,0.410000,ak,ak12994264,2016-03-18T21:18:44.266Z,"73km S of Atka, Alaska",earthquake,12.800000,3.700000,,,reviewed,ak,ak

2016-03-18T01:35:49.500Z,18.995500,-66.975000,7.000000,3.000000,Md,9.000000,288.000000,0.540786,0.270000,pr,pr16078001,2016-03-18T09:38:39.100Z,"55km N of Isabela, Puerto Rico",earthquake,2.800000,2.600000,0.000000,8.000000,reviewed,pr,pr

2016-03-18T00:31:27.440Z,-4.564200,153.052000,51.530000,5.300000,mb,,26.000000,0.960000,1.120000,us,us20005amh,2016-03-18T16:56:54.040Z,"10km S of Taron, Papua New Guinea",earthquake,3.800000,6.700000,0.040000,213.000000,reviewed,us,us

2016-03-18T00:20:31.700Z,18.504900,-66.345000,86.000000,2.700000,Md,5.000000,226.800000,0.417717,0.180000,pr,pr16078000,2016-03-18T08:23:15.894Z,"4km N of Brenas, Puerto Rico",earthquake,3.200000,1.400000,0.000000,5.000000,reviewed,pr,pr

2016-03-18T00:17:08.320Z,-22.279000,171.423200,93.230000,5.200000,mb,,66.000000,3.249000,0.790000,us,us20005ame,2016-03-18T08:19:50.477Z,"65km WNW of Ile Hunter, New Caledonia",earthquake,7.700000,6.200000,0.038000,229.000000,reviewed,us,us

2016-03-17T22:46:41.000Z,63.501800,-151.254700,0.000000,2.900000,ml,,,,1.170000,ak,ak12993410,2016-03-18T06:49:17.587Z,"115km W of Cantwell, Alaska",earthquake,0.300000,0.300000,,,automatic,ak,ak

2016-03-17T21:42:43.000Z,56.722000,-154.163500,35.000000,3.000000,ml,,,,0.600000,ak,ak12993002,2016-03-21T05:56:08.040Z,"91km S of Larsen Bay, Alaska",earthquake,3.900000,1.300000,,,reviewed,ak,ak

2016-03-17T19:56:29.770Z,9.410300,-84.598400,21.260000,3.700000,mb,,176.000000,0.257000,0.810000,us,us20005ali,2016-03-18T03:59:09.086Z,"22km S of Jaco, Costa Rica",earthquake,1.800000,10.000000,0.357000,2.000000,reviewed,us,us

2016-03-17T19:50:44.620Z,24.327900,125.230200,27.590000,4.800000,mb,,120.000000,2.027000,0.770000,us,us20005ake,2016-03-18T03:53:30.152Z,"52km S of Hirara, Japan",earthquake,5.500000,5.300000,0.057000,95.000000,reviewed,us,us

2016-03-17T19:31:00.560Z,35.440000,-118.350167,2.960000,2.620000,ml,47.000000,43.000000,0.159200,0.130000,ci,ci37536640,2016-03-17T21:14:43.600Z,"21km SE of Bodfish, California",earthquake,0.140000,0.590000,0.244000,25.000000,reviewed,ci,ci

2016-03-17T18:59:22.050Z,39.435600,142.247500,47.250000,4.700000,mb,,124.000000,1.811000,0.660000,us,us20005ajv,2016-03-18T03:01:52.768Z,"25km E of Yamada, Japan",earthquake,7.000000,6.600000,0.036000,235.000000,reviewed,us,us

2016-03-17T18:54:10.620Z,-7.164900,129.086600,167.910000,4.700000,mb,,91.000000,2.338000,0.660000,us,us20005bhq,2016-03-22T18:20:35.627Z,"260km WNW of Saumlaki, Indonesia",earthquake,11.400000,9.000000,0.165000,11.000000,reviewed,us,us

2016-03-17T18:46:49.000Z,60.146800,-153.021300,130.900000,3.300000,ml,,,,0.680000,ak,ak12992166,2016-03-18T02:49:21.032Z,"40km SSW of Redoubt Volcano, Alaska",earthquake,0.400000,0.500000,,,reviewed,ak,ak

2016-03-17T18:34:47.200Z,19.130500,-66.848000,52.000000,2.800000,Md,10.000000,270.000000,0.705178,0.330000,pr,pr16077002,2016-03-18T02:37:21.868Z,"71km N of Hatillo, Puerto Rico",earthquake,1.900000,4.800000,0.000000,10.000000,reviewed,pr,pr

2016-03-17T17:19:53.940Z,29.638800,102.072800,10.000000,4.600000,mb,,53.000000,6.470000,0.910000,us,us20005aja,2016-03-18T01:22:39.602Z,"46km SSE of Kangding, China",earthquake,8.600000,1.900000,0.075000,54.000000,reviewed,us,us

2016-03-17T16:47:01.390Z,34.027200,78.106600,32.750000,4.200000,mb,,150.000000,6.297000,1.470000,us,us20005ai2,2016-03-18T14:19:56.254Z,"50km ESE of Leh, India",earthquake,10.300000,5.200000,0.127000,19.000000,reviewed,us,us

2016-03-17T15:30:42.330Z,-6.136700,128.744900,290.660000,4.400000,mb,,87.000000,3.128000,1.210000,us,us20005ahh,2016-03-18T14:10:08.426Z,"274km SSE of Amahusu, Indonesia",earthquake,9.800000,10.200000,0.149000,15.000000,reviewed,us,us

